ĒDENES <[n,p,f,s,g,5],'ēdene','apzīmētājs'>
ne <[q,s],'ne',''>
no <[s,p,s,g,[y]],'no',''>
kā <[x],'kā',''>
? <[z,s],'?',''>
Un <[c,c,s],'un',''>
atkal <[r,_,t],'atkal',''>
Sofijā <[n,p,f,s,l,4],'sofija',''>
pašā <[p,g,0,f,s,l,[0]],'pati',''>
kaut <[v,m,n,n,0,t,1,0,0,0,n],'kaut',''>
kas <[p,q,0,0,0,n,[0]],'kas',''>
protestēja <[v,m,n,i,s,i,2,3,0,a,n],'protestēt',''>
. <[z,s],'.',''>
Kaut <[q,s],'kaut',''>
arī <[q,s],'arī',''>
Dievs <[n,c,m,s,n,1],'dievs',''>
droši <[r,_,_],'droši',''>
vien <[q,s],'vien',''>
spēja <[v,o,n,i,s,t,1,3,0,a,n],'spēt',''>
radīt <[v,m,n,n,0,t,3,0,0,0,n],'radīt',''>
gan <[c,c,r],'gan',''>
vienu <[a,_,m,s,a,n,p],'viens',''>
, <[z,c],',',''>
gan <[c,c,r],'gan',''>
otru <[m,c,s,m,s,a,n,[_]],'otrs',''>
, <[z,c],',',''>
diezin <[q,s],'diezin',''>
vai <[q,s],'vai',''>
viņš <[p,p,3,m,s,n,[0]],'viņš',''>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
radīt <[v,m,n,n,0,t,3,0,0,0,n],'radīt',''>
sevi <[p,x,0,0,0,a,[0]],'sevis',''>
pašu <[p,g,0,m,s,a,[0]],'pats',''>
, <[z,c],',',''>
pirms <[s,p,p,d,[y]],'pirms',''>
viņam <[p,p,3,m,s,d,[0]],'viņš',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
kaut <[q,s],'kaut',''>
kas <[x],'kas',''>
no <[s,p,s,g,[y]],'no',''>
sevis <[p,x,0,0,0,g,[0]],'sevis',''>
paša <[p,g,0,m,s,g,[0]],'pats',''>
, <[z,c],',',''>
ar <[s,p,s,a,[n]],'ar',''>
ko <[x],'ko',''>
radīt <[v,m,n,n,0,t,3,0,0,0,n],'radīt',''>
. <[z,s],'.',''>
Tādā <[p,d,0,m,s,l,[a]],'tāds',''>
gadījumā <[n,c,m,s,l,1],'gadījums',''>
pastāvēja <[v,m,n,i,s,t,3,3,0,a,n],'pastāvēt',''>
tikai <[q,s],'tikai',''>
viena <[m,c,s,f,s,n,n,[v]],'viena',''>
vienīga <[a,_,f,s,n,n,p],'vienīga',''>
iespēja <[n,c,f,s,n,4],'iespēja',''>
: <[z,o],':',''>
Dievs <[n,c,m,s,n,1],'dievs',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
bijis <[v,m,n,p,d,m,s,n,a,s,n],'būt',''>
mūžīgi <[r,_,_],'mūžīgi',''>
. <[z,s],'.',''>
Bet <[c,c,s],'bet',''>
tieši <[r,_,_],'tieši',''>
šo <[p,d,3,f,s,a,[s]],'šī',''>
iespēju <[n,c,f,p,g,4],'iespēja',''>
viņa <[p,p,3,f,s,n,[0]],'viņa',''>
taču <[q,s],'taču',''>
nupat <[r,_,t],'nupat',''>
kā <[r,_,m],'kā',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
noraidījusi <[v,m,n,p,d,f,s,n,a,s,n],'noraidīt',''>
! <[z,s],'!',''>
Visam <[p,g,0,m,s,d,[0]],'viss',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
eksistē <[v,m,n,i,p,i,2,3,0,a,n],'eksistēt',''>
, <[z,c],',',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
jābūt <[v,m,n,d,0,i,i,0,0,a,n],'būt',''>
sākumam <[n,c,m,s,d,1],'sākums',''>
. <[z,s],'.',''>
Sasodīts <[v,m,n,p,d,m,s,n,p,s,n],'sasodīts',''>
! <[z,s],'!',''>
Viņa <[p,p,3,f,s,n,[0]],'viņa','teikuma priekšmets'>
atkal <[r,_,t],'atkal','laika apstāklis multi'>
atvēra <[v,m,n,i,s,t,1,3,0,a,n],'atvērt','izteicējs'>
abas <[p,g,0,f,p,a,[0]],'abas',''>
aploksnes <[n,c,f,p,a,5],'aploksne','tiešais papildinātājs'>
. <[z,s],'.',''>
Kas <[p,q,0,0,0,n,[0]],'kas',''>
tu <[p,p,2,0,s,n,[0]],'tu','teikuma priekšmets'>
esi <[v,m,n,i,p,i,i,2,s,a,n],'būt','izteicējs'>
? <[z,s],'?',''>
prievārdeklis <,'','vietas apstāklis multi'>
No <[s,p,s,g,[y]],'no',''>
kurienes <[n,c,f,s,g,5],'kuriene',''>
cēlusies <[v,m,y,p,d,f,s,n,a,s,n],'celties',''>
pasaule <[n,c,f,s,n,5],'pasaule',''>
? <[z,s],'?',''>
Tavus <[p,s,0,m,p,a,[0]],'tavs',''>
nekaunīgus <[a,f,m,p,a,n,p],'nekaunīgs','apzīmētājs'>
jautājumus <[n,c,m,p,a,1],'jautājums',''>
! <[z,s],'!',''>
Un <[c,c,s],'un',''>
no <[s,p,s,g,[y]],'no',''>
kurienes <[n,c,f,s,g,5],'kuriene',''>
cēlušās <[v,m,n,p,d,f,p,l,a,s,n],'celt',''>
šīs <[p,d,0,f,p,n,[s]],'šī',''>
divas <[m,c,s,f,p,n,n,[v]],'divas',''>
vēstules <[n,c,f,p,n,5],'vēstule',''>
? <[z,s],'?',''>
Tas <[p,d,3,m,s,n,[s]],'tas',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
gandrīz <[r,_,q],'gandrīz',''>
tikpat <[r,_,_],'tikpat',''>
neatminams <[v,m,n,p,d,m,s,n,p,p,n],'neatminēt',''>
. <[z,s],'.',''>
Kas <[p,q,0,0,0,n,[0]],'kas',''>
tas <[p,d,3,m,s,n,[s]],'tas',''>
bija <[v,m,n,i,s,i,i,3,0,a,n],'būt',''>
, <[z,c],',',''>
kam <[p,r,0,0,0,d,[0]],'kas',''>
izdevās <[v,m,y,i,s,t,1,3,0,_,n],'izdoties',''>
izraut <[v,m,n,n,0,t,1,0,0,0,n],'izraut',''>
Sofiju <[n,p,f,s,a,4],'sofija',''>
no <[s,p,s,g,[y]],'no',''>
ikdienības <[n,c,f,s,g,4],'ikdienība',''>
, <[z,c],',',''>
vienā <[m,c,s,m,s,l,n,[v]],'viens',''>
paņēmienā <[n,_,m,s,l,_],'paņēmiens',''>
uzdodot <[v,m,n,p,u,0,0,0,0,0,0],'uzdot',''>
viņai <[p,p,3,f,s,d,[0]],'viņa',''>
Visuma <[n,c,m,s,g,1],'visums',''>
lielās <[a,_,f,p,a,y,p],'liela',''>
mīklas <[n,c,f,p,a,4],'mīkla',''>
? <[z,s],'?',''>
Sofija <[n,p,f,s,n,4],'sofija',''>
devās <[v,m,y,i,s,t,1,3,0,_,n],'doties',''>
pie <[s,p,s,g,[y]],'pie',''>
vēstuļu <[n,c,f,p,g,5],'vēstule',''>
kastītes <[n,c,f,s,g,5],'kastīte',''>
vēl <[q,s],'vēl',''>
trešo <[m,o,s,f,s,a,y,[v]],'trešā',''>
reizi <[n,c,f,s,a,5],'reize',''>
. <[z,s],'.',''>
Pa <[s,p,s,a,[y]],'pa',''>
šo <[p,d,3,m,s,a,[s]],'šis',''>
laiku <[n,c,m,s,a,1],'laiks',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
atnācis <[v,m,n,p,d,m,s,n,a,s,n],'atnākt',''>
pastnieks <[n,c,m,s,n,1],'pastnieks',''>
ar <[s,p,s,a,[n]],'ar',''>
šīs <[p,d,0,f,s,g,[s]],'šī',''>
dienas <[n,c,f,s,g,4],'diena',''>
nesumu <[n,c,m,s,a,1],'nesums',''>
. <[z,s],'.',''>
Sofija <[n,p,f,s,n,4],'sofija','teikuma priekšmets'>
izķeksēja <[v,m,n,i,s,t,2,3,0,a,n],'izķeksēt',''>
pamatīgu <[a,f,m,s,a,n,p],'pamatīgs','apzīmētājs'>
žūksni <[n,c,m,s,a,2],'žūksnis','tiešais papildinātājs'>
prievārdeklis <,'','netiešais papildinātājs multi'>
ar <[s,p,p,d,[n]],'ar',''>
apvienojums <,'',''>
reklāmām <[n,c,f,p,d,4],'reklāma',''>
, <[z,c],',',''>
avīzēm <[n,c,f,p,d,5],'avīze',''>
un <[c,c,s],'un',''>
pāris <[n,c,m,s,n,2],'pāris',''>
vēstules <[n,c,f,p,a,5],'vēstule',''>
mātei <[n,c,f,s,d,5],'māte','apzīmētājs'>
. <[z,s],'.',''>
Bez <[s,p,s,g,[n]],'bez',''>
tam <[p,d,0,m,s,d,[s]],'tas',''>
bija <[v,m,n,i,s,i,i,3,0,a,n],'būt',''>
arī <[q,s],'arī',''>
pastkarte <[n,c,f,s,n,5],'pastkarte',''>
ar <[s,p,s,a,[n]],'ar',''>
skatu <[n,c,m,s,a,1],'skats',''>
no <[s,p,s,g,[y]],'no',''>
kādas <[p,i,0,f,s,g,[0]],'kāda',''>
dienvidu <[n,c,m,d,g,1],'dienvidus',''>
pludmales <[n,c,f,s,g,5],'pludmale',''>
. <[z,s],'.',''>
Viņa <[p,p,3,f,s,n,[0]],'viņa',''>
pagrieza <[v,m,n,i,s,t,1,3,0,a,n],'pagriezt',''>
kartītes <[n,c,f,s,g,5],'kartīte',''>
otru <[m,c,s,f,s,a,n,[_]],'otra',''>
pusi <[n,c,f,s,a,5],'puse',''>
. <[z,s],'.',''>
Uz <[s,p,s,g,[y]],'uz',''>
tās <[p,d,0,f,s,g,[s]],'tā',''>
bija <[v,m,n,i,s,i,i,3,0,a,n],'būt',''>
norvēģu <[n,c,m,p,g,2],'norvēģis',''>
pastmarkas <[n,c,f,p,n,4],'pastmarka',''>
ar <[s,p,s,a,[n]],'ar',''>
ANO <,'',''>
bataljona <[n,c,m,s,g,1],'bataljons',''>
zīmogu <[n,c,m,s,a,1],'zīmogs',''>
. <[z,s],'.',''>
Vai <[q,s],'vai',''>
kartīte <[n,c,f,s,n,5],'kartīte',''>
varētu <[v,o,n,c,0,t,3,0,0,a,n],'varēt',''>
būt <[v,m,n,n,0,i,i,0,0,0,n],'būt',''>
no <[s,p,s,g,[y]],'no',''>
tēta <[n,c,m,s,g,2],'tētis',''>
? <[z,s],'?',''>
Bet <[c,c,s],'bet',''>
vai <[q,s],'vai',''>
tad <[q,s],'tad',''>
viņš <[p,p,3,m,s,n,[0]],'viņš',''>
nebija <[v,g,n,i,s,i,i,3,0,a,y],'nebūt',''>
pavisam <[r,_,q],'pavisam',''>
citā <[p,i,0,f,s,l,[0]],'cita',''>
pasaules <[n,c,f,s,g,5],'pasaule',''>
pusē <[n,c,f,s,l,5],'puse',''>
? <[z,s],'?',''>
Bez <[s,p,p,d,[n]],'bez',''>
tam <[p,d,0,m,s,d,[s]],'tas',''>
tas <[p,d,3,m,s,n,[s]],'tas',''>
nepavisam <[r,_,m],'nepavisam',''>
nebija <[v,c,n,i,s,i,i,3,0,a,y],'nebūt',''>
viņa <[p,p,3,m,s,g,[0]],'viņš',''>
rokraksts <[n,c,m,s,n,1],'rokraksts',''>
. <[z,s],'.',''>
Sofija <[n,p,f,s,n,4],'sofija',''>
juta <[v,m,n,i,s,t,1,3,0,a,n],'just',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
sirds <[n,c,f,s,n,6],'sirds',''>
iepukstējās <[v,m,y,i,s,i,3,3,0,a,n],'iepukstēties',''>
straujāk <[r,c,_],'strauji',''>
, <[z,c],',',''>
kad <[r,_,t],'kad',''>
viņa <[p,p,3,f,s,n,[0]],'viņa',''>
izlasīja <[v,m,n,i,s,t,3,3,0,a,n],'izlasīt',''>
, <[z,c],',',''>
kam <[p,r,0,0,0,d,[0]],'kas',''>
šī <[p,d,0,f,s,n,[s]],'šī',''>
skatu <[n,c,m,p,g,1],'skats',''>
karte <[n,c,f,s,n,5],'karte',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
adresēta <[v,m,n,p,d,f,s,n,p,s,n],'adresēta',''>
: <[z,o],':',''>
Sofijai <[n,p,f,s,d,4],'sofija',''>
Amundsenai <[n,p,f,s,d,4],'amundsena','apzīmētājs'>
, <[z,c],',',''>
nodot <[v,m,n,n,0,t,2,0,0,0,n],'nodot',''>
Hildai <[n,p,f,s,d,4],'hilda','netiešais papildinātājs multi'>
Mellerei <[n,p,f,s,d,5],'mellere',''>
Knāgai <[n,p,f,s,d,4],'knāga',''>
, <[z,c],',',''>
Āboliņa <[n,c,m,s,g,1],'āboliņš','apzīmētājs'>
ceļš <[n,c,m,s,n,1],'ceļš',''>
3 <,'',''>
... <[z,s],'...',''>
Adrese <[n,c,f,s,n,5],'adrese','teikuma priekšmets'>
nomināls_izteicējs <,'','izteicējs'>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
pilnīgi <[r,_,q],'pilnīgi','mēra apstāklis'>
pareiza <[a,_,f,s,n,n,p],'pareiza',''>
. <[z,s],'.',''>
Rakstīts <[v,m,n,p,d,m,s,n,p,s,n],'rakstīts',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
, <[z,c],',',''>
lūk <[x],'lūk',''>
, <[z,c],',',''>
kas <[x],'kas',''>
: <[z,o],':',''>
Mīļā <[a,_,f,s,n,y,p],'mīļa',''>
Hilda <[n,p,f,s,n,4],'hilda',''>
! <[z,s],'!',''>
Sirsnīgi <[r,_,_],'sirsnīgi',''>
sveicu <[v,m,n,i,p,t,1,1,s,a,n],'sveikt',''>
Tevi <[p,p,2,0,s,a,[0]],'tu',''>
piecpadsmitajā <[m,o,s,m,s,l,y,[p]],'piecpadsmitais',''>
dzimšanas <[n,c,f,s,g,4],'dzimšana',''>
dienā <[n,c,f,s,l,4],'diena',''>
. <[z,s],'.',''>
Kā <[r,_,m],'kā',''>
jau <[q,s],'jau',''>
Tu <[p,p,2,0,s,n,[0]],'tu',''>
labi <[r,_,_],'labi',''>
zini <[v,m,n,i,p,t,3,2,s,a,n],'zināt',''>
, <[z,c],',',''>
dāvana <[n,c,f,s,n,4],'dāvana',''>
Tev <[p,p,2,0,s,d,[0]],'tu',''>
būs <[v,c,n,i,f,i,i,3,0,a,n],'būt',''>
tāda <[p,d,0,f,s,n,[a]],'tāda',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
Tev <[p,p,2,0,s,d,[0]],'tu',''>
palīdzēs <[v,m,n,i,f,t,3,3,0,a,n],'palīdzēt',''>
pieaugt <[v,m,n,n,0,_,1,0,0,0,n],'pieaugt',''>
. <[z,s],'.',''>
Piedod <[v,m,n,m,p,t,1,2,s,a,n],'piedot',''>
man <[p,p,1,0,s,d,[0]],'es',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
sūtu <[v,m,n,i,p,t,3,1,s,a,n],'sūtīt',''>
Tev <[p,p,2,0,s,d,[0]],'tu',''>
šo <[p,d,3,f,s,a,[s]],'šī',''>
karti <[n,c,f,s,a,5],'karte',''>
caur <[s,p,s,a,[y]],'caur',''>
Sofiju <[n,p,f,s,a,4],'sofija',''>
. <[z,s],'.',''>
Tā <[r,p,m],'tā','veida apstāklis multi'>
adverbiāls_izteicējs <,'','izteicējs'>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
vieglāk <[r,c,m],'viegli',''>
. <[z,s],'.',''>
Sirsnīgs <[a,f,m,s,n,n,p],'sirsnīgs','apzīmētājs'>
sveiciens <[n,_,m,s,n,_],'sveiciens',''>
. <[z,s],'.',''>
Tētis <[n,c,m,s,n,2],'tētis',''>
. <[z,s],'.',''>
Sofija <[n,p,f,s,n,4],'sofija','teikuma priekšmets'>
aizdrāzās <[v,m,y,i,s,i,1,3,0,_,n],'aizdrāzties',''>
atpakaļ <[r,_,p],'atpakaļ','vietas apstāklis multi'>
prievārdeklis <,'','vietas apstāklis multi'>
uz <[s,p,s,a,[y]],'uz',''>
māju <[n,c,f,s,a,4],'māja',''>
un <[c,c,s],'un',''>
ieskrēja <[v,m,n,i,s,t,1,3,0,a,n],'ieskriet','izteicējs'>
virtuvē <[n,c,f,s,l,5],'virtuve','laika apstāklis multi'>
. <[z,s],'.',''>
Viņa <[p,p,3,f,s,n,[0]],'viņa',''>
juta <[v,m,n,i,s,t,1,3,0,a,n],'just',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
viņai <[p,p,3,f,s,d,[0]],'viņa',''>
kaut <[q,_],'kaut',''>
kā <[r,_,m],'kā',''>
jātiek <[v,t,n,d,0,i,1,0,0,a,n],'tikt',''>
galā <[n,c,m,s,l,1],'gals',''>
ar <[s,p,s,a,[n]],'ar',''>
vētru <[n,c,f,s,a,4],'vētra',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
viņā <[p,p,3,f,s,l,n,[0]],'viņa',''>
plosījās <[v,m,y,i,s,i,3,3,0,a,n],'plosīties',''>
. <[z,s],'.',''>
Kas <[p,q,0,0,0,n,[0]],'kas',''>
tā <[p,d,3,f,s,n,[s]],'tā',''>
par <[s,p,s,a,[n]],'par',''>
Hildu <[n,p,f,s,a,4],'hilda',''>
, <[z,c],',',''>
kurai <[p,r,0,f,s,d,[0]],'kura',''>
paliek <[v,a,n,i,p,i,1,3,0,a,n],'palikt',''>
15 <,'',''>
gadi <[n,c,m,p,n,1],'gads',''>
tikai <[q,s],'tikai',''>
kādu <[p,i,0,m,s,a,[0]],'kāds',''>
mēnesi <[n,c,m,s,a,2],'mēnesis',''>
, <[z,c],',',''>
pirms <[c,s,s],'pirms',''>
Sofijai <[n,p,f,s,d,4],'sofija',''>
pašai <[p,g,0,f,s,d,[0]],'pati',''>
būs <[v,m,n,i,f,i,i,3,0,a,n],'būt',''>
pilni <[a,_,m,p,n,n,p],'pilns',''>
piecpadsmit <[m,c,s,_,p,_,n,[p]],'piecpadsmit',''>
? <[z,s],'?',''>
Sofija <[n,p,f,s,n,4],'sofija','teikuma priekšmets'>
prievārdeklis <,'','vietas apstāklis multi'>
no <[s,p,s,g,[y]],'no',''>
priekšnama <[n,c,m,s,g,1],'priekšnams',''>
paņēma <[v,m,n,i,s,t,1,3,0,a,n],'paņemt','izteicējs'>
telefonu <[n,c,m,p,g,1],'telefons','apzīmētājs'>
grāmatu <[n,c,f,s,a,4],'grāmata','tiešais papildinātājs'>
. <[z,s],'.',''>
Tur <[r,_,p],'tur',''>
bija <[v,m,n,i,s,i,i,3,0,a,n],'būt',''>
daudzi <,'',''>
ar <[s,p,s,a,[n]],'ar',''>
uzvārdu <[n,c,m,s,a,1],'uzvārds',''>
Mellers <[n,p,m,s,n,1],'mellers',''>
, <[z,c],',',''>
bija <[v,m,n,i,s,i,i,3,0,a,n],'būt',''>
arī <[q,s],'arī',''>
vairāki <,'',''>
Knāgi <[n,p,m,p,n,1],'knāgs',''>
. <[z,s],'.',''>
Bet <[c,c,s],'bet',''>
visā <[n,c,m,s,l,1],'viss',''>
biezajā <[a,_,m,s,l,y,p],'biezs',''>
telefonu <[n,c,m,p,g,1],'telefons',''>
grāmatā <[n,c,f,s,l,4],'grāmata',''>
nebija <[v,g,n,i,s,i,i,3,0,a,y],'nebūt',''>
neviena <[p,z,0,f,s,n,[0]],'neviena',''>
paša <[p,g,0,m,s,g,n,[0]],'pats',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
sauktos <[v,m,y,c,0,i,1,0,0,a,n],'saukties',''>
Mellers <[n,p,m,s,n,1],'mellers',''>
Knāgs <[n,p,m,s,n,1],'knāgs',''>
. <[z,s],'.',''>
Viņa <[p,p,3,f,s,n,[0]],'viņa',''>
ņēmās <[v,m,y,i,s,i,1,3,0,_,n],'ņemties',''>
pētīt <[v,m,n,n,0,t,3,0,0,0,n],'pētīt',''>
nesaprotamo <[v,m,n,p,d,f,s,a,p,p,y],'nesaprast',''>
skatu <[n,c,m,p,g,1],'skats',''>
karti <[n,c,f,s,a,5],'karte',''>
vēlreiz <[r,_,_],'vēlreiz',''>
. <[z,s],'.',''>
Jā <[q,s],'jā',''>
, <[z,c],',',''>
šaubu <[n,c,f,p,g,4],'šaubas',''>
nebija <[v,g,n,i,s,i,i,3,0,a,y],'nebūt',''>
, <[z,c],',',''>
tā <[p,d,3,f,s,n,[s]],'tā',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
pavisam <[r,_,q],'pavisam',''>
īsta <[a,_,f,s,n,n,p],'īsta',''>
, <[z,c],',',''>
ar <[s,p,p,d,[n]],'ar',''>
īstām <[a,_,f,p,d,n,p],'īsta',''>
markām <[n,c,f,p,d,4],'marka',''>
un <[c,c,s],'un',''>
zīmogu <[n,c,m,s,a,1],'zīmogs',''>
. <[z,s],'.',''>
Kāda <[p,q,0,m,s,g,[0]],'kāds',''>
iemesla <[n,c,m,s,g,1],'iemesls',''>
dēļ <[s,t,s,g,[y]],'dēļ',''>
vienam <[m,c,s,m,s,d,n,[v]],'viens',''>
tēvam <[n,c,m,s,d,1],'tēvs',''>
būtu <[v,c,n,c,p,i,i,_,_,a,n],'būt',''>
jāsūta <[v,m,n,d,0,t,3,0,0,a,n],'sūtīt',''>
dzimšanas <[n,c,f,s,g,4],'dzimšana',''>
dienas <[n,c,f,s,g,4],'diena',''>
apsveikums <[n,c,m,s,n,1],'apsveikums',''>
uz <[s,p,s,a,[y]],'uz',''>
Sofijas <[n,p,f,s,g,4],'sofija',''>
adresi <[n,c,f,s,a,5],'adrese',''>
, <[z,c],',',''>
kad <[r,_,t],'kad',''>
skaidrāk <[r,c,_],'skaidri',''>
par <[s,p,p,d,[n]],'par',''>
skaidru <[a,_,m,s,a,n,p],'skaidrs',''>
to <[p,d,3,m,s,a,[s]],'tas',''>
vajadzēja <[v,m,n,i,s,t,3,3,0,a,n],'vajadzēt',''>
sūtīt <[v,m,n,n,0,t,3,0,0,0,n],'sūtīt',''>
uz <[s,p,s,a,[y]],'uz',''>
citu <[p,i,0,f,s,a,[0]],'cita',''>
vietu <[n,c,f,s,a,4],'vieta',''>
? <[z,s],'?',''>
Kuram <[p,q,0,m,s,d,[0]],'kurš',''>
tēvam <[n,c,m,s,d,1],'tēvs',''>
bija <[v,m,n,i,s,i,i,3,0,a,n],'būt',''>
vajadzība <[n,c,f,s,n,4],'vajadzība',''>
mānīt <[v,m,n,n,0,t,3,0,0,0,n],'mānīt',''>
savu <[p,s,0,f,s,a,[0]],'sava',''>
paša <[p,g,0,m,s,g,[0]],'pats',''>
meitu <[n,c,f,s,a,4],'meita',''>
, <[z,c],',',''>
sūtot <[v,m,n,p,u,0,0,0,0,0,0],'sūtīt',''>
viņai <[p,p,3,f,s,d,[0]],'viņa',''>
dzimšanas <[n,c,f,s,g,4],'dzimšana',''>
dienas <[n,c,f,s,g,4],'diena',''>
apsveikumu <[n,c,m,s,a,1],'apsveikums',''>
pa <[s,p,p,d,[y]],'pa',''>
šādiem <[p,d,0,m,p,d,[a]],'šāds',''>
apkārtceļiem <[n,c,m,p,d,1],'apkārtceļš',''>
? <[z,s],'?',''>
Interesanti <[r,_,_],'interesanti',''>
, <[z,c],',',''>
kādā <[p,r,0,m,s,l,[0]],'kāds',''>
veidā <[n,c,m,s,l,1],'veids',''>
tas <[p,d,3,m,s,n,[s]],'tas',''>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
« <,'',''>
būt <[v,m,n,n,0,i,i,0,0,0,n],'būt',''>
vieglāk <,[r,_,m],'viegli',''>
» <,'',''>
? <[z,s],'?',''>
Bet <[c,c,s],'bet',''>
galvenais <[a,_,m,s,n,n,p],'galvenais',''>
, <[z,c],',',''>
kā <[r,_,m],'kā',''>
lai <[q,s],'lai',''>
viņa <[p,p,3,f,s,n,[0]],'viņa','teikuma priekšmets'>
sadzen <[v,m,n,i,p,t,1,3,0,a,n],'sadzīt','izteicējs'>
pēdas <[n,c,f,p,a,4],'pēda','tiešais papildinātājs'>
Hildai <[n,p,f,s,d,4],'hilda','netiešais papildinātājs multi'>
? <[z,s],'?',''>
Tā <[r,p,m],'tā',''>
nu <[q,s],'nu',''>
Sofijai <[n,p,f,s,d,4],'sofija',''>
nāca <[v,m,n,i,s,i,1,3,0,a,n],'nākt',''>
klāt <[r,_,p],'klāt',''>
vēl <[r,_,_],'vēl',''>
viena <[a,_,f,s,n,n,p],'viena',''>
problēma <[n,c,f,s,n,4],'problēma',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
nodarbināja <[v,m,n,i,s,t,3,3,0,a,n],'nodarbināt',''>
viņas <[p,p,3,f,s,g,[0]],'viņa',''>
prātu <[n,c,m,s,a,1],'prāts',''>
. <[z,s],'.',''>
Viņa <[p,p,3,f,s,n,[0]],'viņa','teikuma priekšmets'>
mēģināja <[v,m,n,i,s,t,3,3,0,a,n],'mēģināt','spk'>
sakārtot <[v,m,n,n,0,t,2,0,0,0,n],'sakārtot','izteicējs'>
savas <[p,s,0,f,p,a,[0]],'sava','apzīmētājs'>
domas <[n,c,f,p,a,4],'doma','tiešais papildinātājs'>
. <[z,s],'.',''>
Pāris <[n,c,m,s,n,2],'pāris',''>
stundu <[n,c,f,p,g,4],'stunda',''>
laikā <[n,c,m,s,l,1],'laiks',''>
viņai <[p,p,3,f,s,d,[0]],'viņa',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
uzdotas <[v,m,n,p,d,f,p,n,p,s,n],'uzdota',''>
trīs <[m,c,s,f,p,n,n,[v]],'trīs',''>
mīklas <[n,c,f,p,a,4],'mīkla',''>
. <[z,s],'.',''>
Pirmā <[m,o,s,f,s,n,y,[v]],'pirmā',''>
mīkla <[n,c,f,s,n,4],'mīkla',''>
bija <[v,m,n,i,s,i,i,3,0,a,n],'būt',''>
— <[z,d],'—',''>
kas <[p,q,0,0,0,n,[0]],'kas',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
ielicis <[v,m,n,p,d,m,s,n,a,s,n],'ielikt',''>
divas <[m,c,s,f,p,a,n,[v]],'divas',''>
baltās <[a,_,f,p,a,y,p],'balta',''>
aploksnes <[n,c,f,p,a,5],'aploksne',''>
viņas <[p,p,3,f,s,g,[0]],'viņa',''>
vēstuļu <[n,c,f,p,g,5],'vēstule',''>
kastītē <[n,c,f,s,l,5],'kastīte',''>
. <[z,s],'.',''>
Otra <[m,c,s,f,s,n,n,[_]],'otra',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
tie <[p,d,0,m,p,n,[s]],'tas',''>
grūtie <[a,_,m,p,n,y,p],'grūts',''>
jautājumi <[n,c,m,p,n,1],'jautājums',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
šajās <[p,d,0,f,p,l,[s]],'šī',''>
vēstulēs <[n,c,f,p,l,5],'vēstule',''>
uzdoti <[v,m,n,p,d,m,p,n,p,s,n],'uzdots',''>
. <[z,s],'.',''>
Trešā <[m,o,s,f,s,n,y,[v]],'trešā',''>
mīkla <[n,c,f,s,n,4],'mīkla',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
— <[z,d],'—',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
Hilda <[n,p,f,s,n,4],'hilda',''>
Mellere <[n,p,f,s,n,5],'mellere',''>
Knāga <[n,p,f,s,n,4],'knāga',''>
, <[z,c],',',''>
un <[c,c,s],'un',''>
kāpēc <[r,_,c],'kāpēc',''>
Sofija <[n,p,f,s,n,4],'sofija',''>
saņēma <[v,m,n,i,s,t,1,3,0,a,n],'saņemt',''>
pilnīgi <[r,_,q],'pilnīgi',''>
svešai <[a,_,f,s,d,n,p],'sveša',''>
meitenei <[n,c,f,s,d,5],'meitene',''>
